的	〔白_勹_丶〕
榖	〔士_冖_禾_殳〕
靺	〔革_一_木〕
僰	〔木__木__八〕
豨	〔豕_乂__巾〕
䁖	〔目_米_女〕
嘡	〔口_⺌_冖_口_土〕
魆	〔鬼_戈_〕
粿	〔米_日_木〕
熥	〔火_辶__〕
奭	〔大_一_白_一_白〕
鋆	〔土_勹_冫_金〕
踒	〔_禾_女〕
潟	〔氵_臼_勹_灬〕
褟	〔衤_日_习_习〕
璠	〔王_釆_田〕
璘	〔王_米_夕_〕
縠	〔士_冖_一_糸_殳〕
螠	〔虫__八_皿〕
䦃	〔钅_艹_者〕
镚	〔钅_山_月_月〕
镠	〔钅_习_习_人_彡〕
獴	〔犭_艹_冖_一_豕〕
赟	〔文_一_弋_止_贝〕
澥	〔氵_⺈__刀_牛〕
璪	〔王_口_口_口_木〕
鞬	〔革_廴_肀_二〕
罽	〔罒_厂_火_火_刂〕
鞨	〔革_日_匃〕
鞧	〔革_丷_酉〕
藠	〔艹_白_白_白〕
蹽	〔_大_丷_日_小〕
蹾	〔_亠_口_子_攵〕
齁	〔自_田_一__勹_口〕
㸆	〔火_⺧_口_非〕
巉	〔山_⺈_口__匕_⺈_口_儿_丶〕
镴	〔钅_巛_口_乂_____〕
臜	〔月_⺧_儿_⺧_儿_贝〕
齉	〔自_田_一__一_中_冖_口_口__〕
卬	〔_卩〕
圢	〔土_丁〕
伋	〔亻__丿_〕
冮	〔冫_工〕
氿	〔氵_九〕
汈	〔氵__〕
氾	〔氵_⺋〕
讱	〔讠_刀_丶〕
扞	〔扌_一_十〕
圲	〔土_千〕
圫	〔土__七〕
芃	〔艹_几_丶〕
朸	〔木_力〕
邨	〔_凵_阝〕
屾	〔山_山〕
辿	〔辶_山〕
伣	〔亻_见〕
癿	〔白_乚〕
汋	〔氵_勹_丶〕
䜣	〔讠_斤〕
讻	〔讠_乂_凵〕
玓	〔王_勹_丶〕
玘	〔王_己〕
玚	〔王__〕
坉	〔土__凵〕
扽	〔扌__凵〕
坋	〔土_八_刀〕
扺	〔扌_氏〕
㧑	〔扌___丶〕
毐	〔士__丿_一〕
芣	〔艹_不〕
苉	〔艹_匚_儿〕
芠	〔艹_文〕
杙	〔木_弋〕
杄	〔木_千〕
杧	〔木_亡〕
尪	〔尢_王〕
坒	〔_匕_土〕
旴	〔日_一_〕
㕮	〔口_八_乂〕
岠	〔山_匚_〕
冏	〔冏〕
觃	〔见_子〕
伾	〔亻_不_一〕
㑇	〔亻_⺈_彐〕
伭	〔亻_亠__厶〕
佖	〔亻_心_丿〕
佁	〔亻_厶_口〕
飏	〔几_乂__〕
汫	〔氵_二_〕
𣲘	〔氵_一_尢〕
𣲗	〔氵__〕
沘	〔氵__匕〕
汭	〔氵_冂_人〕
㳇	〔氵_八_乂〕
沇	〔氵_厶_儿〕
忳	〔忄__凵〕
祃	〔礻_马〕
诇	〔讠_冋〕
邲	〔心_丿_阝〕
诐	〔讠_皮〕
屃	〔尸_贝〕
岊	〔巴_山〕
妧	〔女_二_儿〕
妘	〔女_二_厶〕
𨚕	〔厶_廾_阝〕
驲	〔马_日〕
纻	〔纟_宀_一〕
玤	〔王_丰〕
玞	〔王_二_人〕
玱	〔王_八_⺋〕
邽	〔土_土_阝〕
邿	〔土_寸_阝〕
坥	〔土_且〕
坰	〔土_冋〕
坬	〔土_瓜〕
坽	〔土_人_〕
弆	〔土_厶_廾〕
䢼	〔_八_阝〕
𦭜	〔艹_口_八〕
茋	〔艹_氏_丶〕
苧	〔艹_宀_丁〕
苾	〔艹_心_丿〕
枅	〔木_一_廾〕
㭎	〔木_冈〕
枍	〔木_八_一_〕
矻	〔石__乙〕
匼	〔匚_八_一_口〕
旿	〔日__十〕
昄	〔日_⺁_又〕
咉	〔口__大〕
咇	〔口_心_丿〕
咍	〔口_厶_口〕
岞	〔山__〕
峂	〔山_夂_〕
㟃	〔山__一_口〕
囷	〔囗_禾〕
钖	〔钅__〕
牥	〔牜_方〕
垈	〔亻_弋_土〕
侁	〔亻_⺧_儿〕
佺	〔亻_人_王〕
㑊	〔亻_亠__八〕
侂	〔亻_广__七〕
佽	〔亻_冫_欠〕
侘	〔亻_宀__七〕
郈	〔⺁_一_口_阝〕
舠	〔舟_刀〕
攽	〔八_刀_攵〕
肸	〔月_八_十〕
狉	〔犭_不_一〕
饳	〔饣_屮_凵〕
炌	〔火_人_〕
泜	〔氵_氏_丶〕
祋	〔礻_殳〕
祊	〔礻_方〕
弢	〔弓_屮_又〕
陑	〔阝_而〕
陎	〔阝__〕
乸	〔也_母〕
妭	〔女__又_丶〕
姈	〔女_人_〕
叕	〔又_又_又_又〕
㛃	〔丰_刀_女〕
玶	〔王_一_〕
珇	〔王_且〕
珅	〔王_申〕
珌	〔王_心_丿〕
玿	〔王_刀_口〕
韨	〔___又_丶〕
垚	〔土_土_土〕
垯	〔土_辶_大〕
垙	〔土_⺌_兀〕
垍	〔土_自〕
耇	〔耂_勹_口〕
垎	〔土_夂_口〕
垟	〔土_羊〕
垞	〔土_宀__七〕
垏	〔土_肀_二〕
荖	〔艹_耂_匕〕
荁	〔艹_二_日〕
荙	〔艹_辶_大〕
茽	〔艹_亻_中〕
荄	〔艹_亠__人〕
荓	〔艹__廾〕
𦰡	〔艹__二_丿_阝〕
㭕	〔木_土_厶〕
柷	〔木_口_儿〕
柊	〔木_夂_〕
枹	〔木_勹_〕
栐	〔木_永〕
柖	〔木_刀_口〕
郚	〔工__口_阝〕
䴓	〔一_巾_鸟〕
砆	〔石_二_八〕
砄	〔石__大〕
耏	〔而_彡〕
奓	〔大_夕_夕〕
䶮	〔龙_一_大〕
昺	〔日_一_冂_人〕
昽	〔日_龙〕
盷	〔目_勹_冫〕
咡	〔口_耳〕
咺	〔口_二_日〕
昣	〔日_人_彡〕
昤	〔日_人_〕
昫	〔日_勹_口〕
昡	〔日_亠__厶〕
咥	〔口_至〕
昪	〔日_厶_廾〕
虷	〔虫_一_十〕
哃	〔口_同〕
峘	〔山_二_日〕
耑	〔山_而〕
峗	〔山_⺈_厂_⺋〕
峧	〔山_亠_八_乂〕
帡	〔巾__廾〕
钘	〔钅_一_廾〕
俙	〔亻_乂__巾〕
俍	〔亻_丶_艮〕
垕	〔⺁_一_口_土〕
衎	〔行_一_十〕
弇	〔八_一_口_廾〕
鸧	〔人_⺋_鸟〕
䏡	〔月_示〕
胠	〔月_土_厶〕
𦙶	〔月_十_口〕
胈	〔月__又_丶〕
胣	〔月__也〕
朏	〔月_屮_凵〕
飐	〔几_乂__口〕
訄	〔九_言〕
饻	〔饣_亠_〕
庤	〔广_土_寸〕
疢	〔疒_火〕
炣	〔火_丁_口〕
炟	〔火_日_一〕
㶲	〔火_〕
洭	〔氵_匚_王〕
洓	〔氵_木_冂〕
㳚	〔氵_戊_丶〕
浉	〔氵__一_巾〕
洸	〔氵_⺌_兀〕
洑	〔氵_亻_大_丶〕
洢	〔氵_亻_尹〕
洈	〔氵_⺈_厂_⺋〕
洨	〔氵_亠_八_乂〕
洴	〔氵__廾〕
洣	〔氵_米〕
恔	〔忄_亠_八_乂〕
宬	〔宀_戊_〕
扂	〔户__口〕
袆	〔衤__〕
祏	〔礻_石〕
祕	〔礻_心_丿〕
叚	〔_二__又〕
陞	〔阝__廾_土〕
娀	〔女_戈_〕
姞	〔女_士_口〕
姱	〔女_大_二_〕
姤	〔女_⺁_一_口〕
枲	〔厶_口_木〕
骃	〔马_因〕
骉	〔马_马_马〕
珛	〔王__〕
玼	〔王_止_匕〕
珖	〔王_⺌_兀〕
珽	〔王_廴__士〕
珫	〔王_亠_厶_儿〕
珢	〔王_艮〕
珕	〔王_力_力_力〕
垾	〔土_日_一_十〕
垺	〔土_爫_子〕
埆	〔土_⺈_〕
垿	〔土_广__乛_亅〕
埌	〔土_丶_艮〕
埇	〔土__〕
茝	〔艹_匚〕
鄀	〔艹__口_阝〕
莝	〔艹_人_人_土〕
䓖	〔艹_穴_力〕
莙	〔艹_尹_口〕
栻	〔木_弋_工〕
梠	〔木_口_口〕
栴	〔木___亠〕
梴	〔木_廴__止〕
栒	〔木_勹_日〕
砵	〔石_木_一〕
砠	〔石_且〕
砫	〔石_丶_王〕
硁	〔石__工〕
翃	〔_厶_习_习〕
郪	〔一__女_阝〕
𨐈	〔_⺌_兀〕
辀	〔_舟〕
哢	〔口_王_廾〕
晊	〔日_至〕
唝	〔口_工_贝〕
哱	〔口_十_冖_子〕
冔	〔日_口_一_〕
晐	〔日_亠__人〕
畖	〔田_瓜〕
蚄	〔虫_方〕
蚆	〔虫_巴〕
峿	〔山_工__口〕
崄	〔山_人_二_〕
帨	〔巾_丷_口_儿〕
崀	〔山_丶_艮〕
甡	〔生_生〕
倻	〔亻_耳_阝〕
倴	〔亻_大_十_廾〕
倞	〔亻_亠_口_小〕
倓	〔亻_火_火〕
倧	〔亻_宀_示〕
虒	〔⺁_虍_几〕
舥	〔舟_巴〕
鸰	〔人__鸟〕
朓	〔月__儿〕
鱽	〔鱼_刀〕
峱	〔犭__十_山〕
竘	〔立_勹_口〕
羖	〔⺶_殳〕
羓	〔⺶_巴〕
烠	〔火__〕
烔	〔火_同〕
烶	〔火_廴__士〕
烻	〔火_廴__止〕
涍	〔氵_耂_子〕
浡	〔氵_十_冖_子〕
涄	〔氵_由_一_〕
涐	〔氵_手_戈〕
浰	〔氵_禾_刂〕
浲	〔氵_夂_丰〕
悈	〔忄_戈_廾〕
悢	〔忄_丶_艮〕
宧	〔宀_匚〕
窅	〔穴_目〕
窊	〔穴_瓜〕
窎	〔穴_鸟〕
扆	〔户_亠_〕
袪	〔衤_土_厶〕
袗	〔衤_人_彡〕
堲	〔艮_卩_土〕
𨺙	〔阝_臼_儿〕
烝	〔乛_水_一_灬〕
砮	〔女_又_石〕
㛚	〔女__〕
翂	〔习_习_八_刀〕
剟	〔又_又_又_又_刂〕
骍	〔马_辛〕
琎	〔王_辶_二_〕
珸	〔王_工__口〕
珵	〔王_口_王〕
琄	〔王_口_〕
琈	〔王_爫_子〕
琀	〔王_人_丶__口〕
堐	〔土_厂_土_土〕
埼	〔土_大_丁_口〕
堌	〔土_囗_十_口〕
掞	〔扌_火_火〕
埪	〔土_穴_工〕
㙍	〔土_又_又_又_又〕
勚	〔廿__贝_力〕
䓬	〔艹_日__十〕
菂	〔艹_白_勹_丶〕
菍	〔艹_人_丶__心〕
菼	〔艹_火_火〕
萣	〔艹_定〕
䓨	〔艹_冖__十_凵〕
菉	〔艹_彐_氺〕
䓛	〔艹_尸_屮_凵〕
梼	〔木_三_丿_寸〕
梽	〔木_士_心〕
桲	〔木_十_冖_子〕
梾	〔木_二_氺〕
桯	〔木_口_王〕
梣	〔木_山_人_丶_〕
梌	〔木_人_〕
敔	〔工__口_攵〕
硔	〔石__八〕
硙	〔石_山_己〕
硚	〔石__大_〕
硊	〔石_⺈_厂_⺋〕
硍	〔石_艮〕
龁	〔齿__乙〕
逴	〔辶__日_十〕
翈	〔甲_习_习〕
㫰	〔日_丶_艮〕
晙	〔日_厶_八_夂〕
畤	〔田_土_寸〕
蛃	〔虫_一_冂_人〕
蚲	〔虫_一_〕
啴	〔口_丷_日_十〕
䎃	〔冂_土_习_习〕
崒	〔山_亠_人_人_十〕
崌	〔山_尸_十_口〕
铏	〔钅_一_廾_刂〕
铚	〔钅_至〕
笯	〔⺮_女_又〕
偰	〔亻_丰_刀_大〕
偡	〔亻_其_〕
偭	〔亻_丆_囗_〢_二〕
偲	〔亻_田_心〕
偁	〔亻_爫_冂_土〕
㿠	〔白_⺌_兀〕
鄅	〔_虫_冂_阝〕
偓	〔亻_尸_至〕
徛	〔彳_大_丁_口〕
鸼	〔舟_鸟〕
悆	〔人__心〕
鄃	〔人_一__刂_阝〕
瓻	〔乂__巾_一__乙_丶〕
䝙	〔豸_匚_乂〕
脟	〔月_爫_寸〕
䏲	〔月_丷_〕
鱾	〔鱼_己〕
猇	〔犭_虍_几〕
𠅤	〔亠_田_心〕
庼	〔广__页〕
痓	〔疒_至〕
䴔	〔亠_八_乂_鸟〕
竫	〔立_⺈_〕
羕	〔⺷_永〕
焆	〔火_口_〕
烺	〔火_丶_艮〕
焌	〔火_厶_八_夂〕
淏	〔氵_日_一_大〕
淟	〔氵___八〕
淜	〔氵_月_月〕
淴	〔氵_勹__心〕
淯	〔氵_亠_厶_〕
湴	〔氵__业〕
涴	〔氵_宀_夕_⺋〕
㥄	〔忄_土_八_夂〕
惛	〔忄_氏_日〕
惔	〔忄_火_火〕
惙	〔忄_又_又_又_又〕
裈	〔衤_冖_车〕
祲	〔礻_彐_冖_又〕
弸	〔弓_月_月〕
弶	〔弓_亠_口_小〕
隃	〔阝_人_一__刂〕
婞	〔女_土_〕
娵	〔女_耳_又〕
婼	〔女_艹__口〕
媖	〔女_艹__大〕
婳	〔女_一_田_凵〕
婌	〔女__一_小_又〕
婫	〔女_日__匕〕
婘	〔女__⺋〕
绹	〔纟_勹__十_凵〕
絜	〔丰_刀_糸〕
琲	〔王_非〕
琡	〔王__一_小_又〕
琟	〔王_隹〕
琔	〔王_定〕
琭	〔王_彐_氺〕
堾	〔土_春〕
堼	〔土_土_寸_寸〕
揕	〔扌_其_〕
㙘	〔土_覀_女〕
堧	〔土_而_大〕
堨	〔土_日_匃〕
𡎚	〔土_户_〕
惎	〔其_心〕
萳	〔艹_十_〕
鄚	〔艹_日_大_阝〕
蓇	〔艹_骨〕
萩	〔艹_禾_火〕
蒐	〔艹_鬼〕
葰	〔艹_亻_厶_八_夂〕
葎	〔艹_彳_肀_二〕
鄑	〔一_业_日_阝〕
葖	〔艹_穴_大_丶〕
蒄	〔艹_冖_二_儿_寸〕
棤	〔木__日〕
棽	〔木_木_人_丶_〕
棫	〔木_戈_口_〕
椓	〔木_豕_丶〕
椑	〔木___十〕
鹀	〔工_人_人_鸟〕
椆	〔木_冂_土_口〕
棓	〔木_立_口〕
棪	〔木_火_火〕
椀	〔木_宀_夕_⺋〕
酦	〔酉__丿_又_丶〕
奡	〔一_自_大_〕
皕	〔一_白_一_白〕
詟	〔龙_言〕
辌	〔_亠_口_小〕
棐	〔非_木〕
龂	〔齿_斤〕
牚	〔⺌_冖_口_牙〕
睎	〔目_乂__巾〕
晫	〔日__日_十〕
晪	〔日___八〕
晱	〔日_火_火〕
𧿹	〔_母〕
畯	〔田_厶_八_夂〕
斝	〔口_口_冖__十〕
喤	〔口_白_王〕
崶	〔山_土_土_寸〕
嵁	〔山_其_〕
嵅	〔山_戊_一_口〕
崿	〔山_口_口_二_〕
嵚	〔山_钅_欠〕
翙	〔山_夕_习_习〕
圌	〔囗_山_而〕
圐	〔囗_罒_方〕
赑	〔贝_贝_贝〕
赒	〔贝_冂_土_口〕
𨱇	〔钅___丶〕
颋	〔廴__士_页〕
稌	〔禾_人_〕
筜	〔⺮_⺌_彐〕
筥	〔⺮_口_口〕
傃	〔亻_龶_糸〕
傉	〔亻_辰_寸〕
傒	〔亻_爫__厶_大〕
畬	〔人__田〕
脿	〔月_龶_〕
腘	〔月_囗_王_丶〕
䐃	〔月_囗_禾〕
腒	〔月_尸_十_口〕
鲃	〔鱼_巴〕
猰	〔犭_丰_刀_大〕
猯	〔犭_山_而〕
㺄	〔犭_人_一__刂〕
馉	〔饣_骨〕
鄗	〔亠_口_冋_阝〕
廆	〔广_鬼〕
鄌	〔广_肀_口_阝〕
遆	〔辶__冖_巾〕
旐	〔方___儿〕
焞	〔火_亠_口_子〕
溚	〔氵_艹_人_一_口〕
溁	〔氵_艹_冖_木〕
湝	〔氵__匕_白〕
渰	〔氵_人_一_口_廾〕
㴔	〔氵_⺈_彐_心〕
渟	〔氵_亠_口_冖_丁〕
溠	〔氵_⺶_工〕
渼	〔氵_⺷_大〕
湣	〔氵___日〕
湑	〔氵_乛__〕
愐	〔忄_丆_囗_〢_二〕
愃	〔忄_宀_二_日〕
敩	〔_冖_子_攵〕
棨	〔户_攵_木〕
扊	〔户_火_火〕
祼	〔礻_日_木〕
婻	〔女_十_〕
媆	〔女_而_大〕
媞	〔女_日〕
㛹	〔女_亻_一_日_乂〕
媓	〔女_白_王〕
媂	〔女__冖_巾〕
媄	〔女_⺷_大〕
缊	〔纟_日_皿〕
缐	〔纟_白_水〕
瑃	〔王_春〕
瑓	〔王_木_〕
瑆	〔王_日_生〕
䴖	〔龶__鸟〕
瑖	〔王__三_殳〕
瑝	〔王_白_王〕
瑔	〔王_白_水〕
瑀	〔王__虫_冂〕
𤧛	〔王__冖_巾〕
瑳	〔王_⺶_工〕
瑂	〔王__目〕
嶅	〔龶__丿_攵_山〕
瑑	〔王__豕〕
髢	〔髟_也〕
堽	〔土_罒_一_止〕
赪	〔土__八__贝〕
塝	〔土__冖_方〕
搒	〔扌__冖_方〕
蒨	〔艹_亻_龶_〕
蓏	〔艹_瓜_瓜〕
蓢	〔艹_丶_艮_月〕
蓂	〔艹_冖_日_亠_八〕
蒻	〔艹_弓_冫_弓_冫〕
楪	〔木_廿__木〕
榃	〔木_木_田〕
榅	〔木_日_皿〕
楒	〔木_田_心〕
楩	〔木_亻_一_日_乂〕
椸	〔木_方__也〕
楙	〔木__乛_亅_丿_木〕
歅	〔覀_土_欠〕
碃	〔石_龶_〕
碏	〔石__日〕
碈	〔石_氏_日〕
䃅	〔石_丷_日_十〕
硿	〔石_穴_工〕
鄠	〔雨_二__阝〕
辒	〔_日_皿〕
䣘	〔⺌_冖_口_土_阝〕
暕	〔日_木_〕
鹍	〔日__匕_鸟〕
㬊	〔日_爫_一__又〕
暅	〔日_忄_二_日〕
跱	〔_土_寸〕
蜐	〔虫_土_厶_力〕
蜎	〔虫_口_〕
嵲	〔山_自_木〕
锳	〔钅_艹__大〕
锧	〔钅_⺁_十_贝〕
稙	〔禾_十_〕
䅟	〔禾_厶_大_彡〕
筼	〔⺮_口_贝〕
筶	〔⺮_⺧_口〕
筦	〔⺮_宀_二_儿〕
筤	〔⺮_丶_艮〕
僇	〔亻_习_习_人_彡〕
艅	〔舟_人_〕
貆	〔豸_二_日〕
腨	〔月_山_而〕
腯	〔月_⺁_十_目〕
鲉	〔鱼_由〕
鲌	〔鱼_白〕
鲏	〔鱼_皮〕
雊	〔勹_口_隹〕
猺	〔犭_爫__十_凵〕
飔	〔几_乂_田_心〕
觟	〔⺈__土_土〕
𦝼	〔月_米_女〕
馌	〔饣_土_厶_皿〕
裛	〔亠_口_巴_〕
鄘	〔广_肀__阝〕
鹒	〔广__人_鸟〕
鄜	〔广__〢__匕_阝〕
麀	〔广__〢__匕_匕〕
阘	〔门_日_习_习〕
煁	〔火_其_〕
煃	〔火_大_土_土〕
煴	〔火_日_皿〕
煋	〔火_日_生〕
煓	〔火_山_而〕
溍	〔氵_一_业_日〕
溹	〔氵_十_冖_糸〕
溦	〔氵_山_一_几_攵〕
溵	〔氵_⺁_彐__殳〕
漷	〔氵_亠_口_子_阝〕
滘	〔氵_冖_八_工_口〕
滍	〔氵_屮_一_虫〕
慥	〔忄_辶_⺧_口〕
慆	〔忄_爫_臼〕
禋	〔礻_覀_土〕
禔	〔礻_是〕
禘	〔礻__冖_巾〕
禒	〔礻__豕〕
鹔	〔肀__八_鸟〕
嫄	〔女_厂_白_小〕
勠	〔习_习_人_彡_力〕
戣	〔_一_大_戈〕
耤	〔耒__日〕
瑨	〔王_一_业_日〕
斠	〔_冂_土__十〕
摏	〔扌__臼〕
墈	〔土_其__力〕
墐	〔土_廿_口_龶〕
墘	〔土_十_日_十__乙〕
摴	〔扌_雨_二_〕
𡐓	〔土_广__氺〕
靽	〔革_半〕
鞁	〔革_皮〕
蔈	〔艹_覀_示〕
蔊	〔艹_火_日_一_十〕
榰	〔木_耂_匕_日〕
榑	〔木_甫_寸〕
槚	〔木_覀_贝〕
𣗋	〔木_⺌_冖_口_儿〕
槜	〔木_隹__丿〕
疐	〔十_冖_田_乛_〕
碶	〔石_丰_刀_大〕
䃎	〔石_大_夕_夕〕
碨	〔石_田_〕
鹖	〔日_匃_鸟〕
㬎	〔日__厶__厶_灬〕
嶍	〔山_习_习_白〕
𨱏	〔钅_艹_人_一_口〕
锽	〔钅_白_王〕
镃	〔钅___厶__厶〕
馝	〔禾_日_心_丿〕
箖	〔⺮_木_木〕
劄	〔⺮_人_一_口_刂〕
僔	〔亻_丷_酉_寸〕
僎	〔亻____八〕
㙦	〔人___十_土〕
鲗	〔鱼_贝_刂〕
鲘	〔鱼_⺁_一_口〕
𩽾	〔鱼_宀_女〕
夐	〔⺈__人_目_夂〕
飗	〔几_乂__丶_刀_田〕
凘	〔冫_其_斤〕
廙	〔广_田__八〕
鲝	〔⺶_鱼〕
熇	〔火_亠_口_冋〕
漖	〔氵_耂_子_攵〕
潩	〔氵_田__八〕
漼	〔氵_山_隹〕
漴	〔氵_山_宀_示〕
㽏	〔氵_人_一_口_甘〕
漈	〔氵__示〕
漋	〔氵_阝_夂_一_生〕
漻	〔氵_习_习_人_彡〕
慬	〔忄_龶_口_龶〕
㮾	〔丶_艮_月_木〕
褕	〔衤_人_一__刂〕
禛	〔礻_十__八〕
隩	〔阝__米_大〕
嫕	〔女_匚_矢_心〕
嫭	〔女_虍__〕
㻬	〔王__二_〕
麹	〔龶_夕_勹_米〕
璆	〔王_习_习_人_彡〕
漦	〔二__攵_厂_水〕
叇	〔二_厶_辶__氺〕
墣	〔土_业_〕
墦	〔土_釆_田〕
墡	〔土_⺷__口〕
薁	〔艹__米_大〕
蕰	〔艹_氵_日_皿〕
蔃	〔艹_弓_口_虫〕
鼒	〔_丿_目__丆_〕
磏	〔石__〕
殣	〔一_夕_廿_口_龶〕
慭	〔二_氺_大_丶_心〕
霅	〔雨_言〕
暵	〔日_廿_口_二_人〕
暲	〔日_立_日_十〕
暶	〔日_方__乛_〕
踦	〔_大_丁_口〕
䗖	〔虫__冖_巾〕
蝘	〔虫_匚_日_女〕
蝲	〔虫_木_口_刂〕
噇	〔口_立_日_土〕
噀	〔口____八〕
罶	〔罒__丶_刀_田〕
嶲	〔山_隹_丨__丨_〕
嶓	〔山_釆_田〕
㠇	〔山_亠_口_小_尤〕
嶟	〔山_丷_酉_寸〕
嶒	〔山_丷__日〕
镈	〔钅_甫_寸〕
镋	〔钅_⺌_冖_口_儿〕
皞	〔白_白_大_十〕
皛	〔白_白_白〕
䴘	〔⺁_虍_几_鸟〕
艎	〔舟_白_王〕
鹟	〔八_厶_习_习_鸟〕
𩾃	〔鱼_⺈_口_儿〕
鲪	〔鱼_尹_口〕
鲬	〔鱼__〕
觭	〔⺈__大_丁_口〕
鹠	〔_丶_刀_田_鸟〕
鹢	〔_八_皿_鸟〕
熛	〔火_覀_示〕
潖	〔氵_王_王_巴〕
潵	〔氵___攵〕
㵐	〔氵_厂__厂_欠〕
澛	〔氵_鱼_日〕
潏	〔氵__乛_亅_丿_冏〕
憭	〔忄_大_丷_日_小〕
憕	〔忄__一_口_〕
戭	〔宀_一_由_八_戈〕
褯	〔衤_广_廿_巾〕
嫽	〔女_大_丷_日_小〕
璥	〔王_艹_勹_口_攵〕
璲	〔王_辶_丷_豕〕
璒	〔王__一_口_〕
憙	〔士_口__口_心〕
薳	〔艹_辶_土_口_〕
黇	〔_由_八__口〕
蕗	〔艹__夂_口〕
薢	〔艹_⺈__刀_牛〕
橞	〔木__心〕
橑	〔木_大_丷_日_小〕
橦	〔木_立_日_土〕
觱	〔戊_一_口_⺈_〕
磡	〔石_其__力〕
𥕢	〔石_艹_日_日〕
磜	〔石__示〕
豮	〔豕_十_艹_贝〕
虤	〔虍_几_虍_几〕
曌	〔日_月_穴_工〕
曈	〔日_立_日_土〕
㬚	〔日_亠_厶__攵〕
䗛	〔虫_亻_丨_夂_〕
疁	〔田_习_习_人_彡〕
㠓	〔山_艹_冖_一_豕〕
嶦	〔山_⺈_厂_八_言〕
馞	〔禾_日_十_冖_子〕
穄	〔禾__示〕
篯	〔⺮_钅_戋〕
簉	〔⺮_辶_⺧_口〕
衠	〔行_十__八〕
螣	〔月__虫〕
縢	〔月__糸〕
鲯	〔鱼_其〕
鲹	〔鱼_厶_大_彡〕
亸	〔亠_口_子_丷_日_十〕
羱	〔⺶_厂_白_小〕
糒	〔米___〕
熻	〔火_人_一_口_习_习〕
燚	〔火_火_火_火〕
燏	〔火__乛_亅_丿_冏〕
濩	〔氵_艹_隹_又〕
濋	〔氵_木_木_乛_〕
澪	〔氵_雨_人_〕
澴	〔氵_罒_一_口_〕
澼	〔氵_尸_口_辛〕
憺	〔忄_⺈_厂_八_言〕
翯	〔习_习_亠_口_冋〕
𤩽	〔王_十__大_丶〕
璬	〔王_白_方_攵〕
髽	〔髟_人_人_土〕
擿	〔扌_辶__〕
薿	〔艹_匕_矢___〕
薸	〔艹_氵_覀_示〕
櫆	〔木_鬼__十〕
檞	〔木_⺈__刀_牛〕
繄	〔匚_矢_殳_糸〕
磹	〔石_覀_日_十〕
瞫	〔目_覀_日_十〕
蹐	〔__人_〕
蟏	〔虫_艹_肀__八〕
㘎	〔口_门__耳_攵〕
𨱔	〔钅_丷_酉_寸〕
矰	〔矢_丷__日〕
穙	〔禾_业_〕
穜	〔禾_立_日_土〕
簕	〔⺮_革_力〕
簃	〔⺮_禾_夕_夕〕
儦	〔亻_广__〢__匕_灬〕
魋	〔鬼_隹〕
斶	〔斤_罒_勹_虫〕
谿	〔爫__厶_大_八_人_口〕
䲠	〔鱼_〕
鲾	〔鱼_一_口_田〕
鳁	〔鱼_日_皿〕
鳂	〔鱼_田_〕
鳈	〔鱼_白_水〕
鳉	〔鱼_丬_夕_寸〕
䗪	〔广_廿_灬_虫〕
襕	〔衤_门_木_〕
襚	〔衤_辶_丷_豕〕
螱	〔尸_示_寸_虫〕
嬬	〔女_雨_而〕
嬥	〔女_习_习_隹〕
𦈡	〔纟_雨_而〕
瓀	〔王_雨_而〕
鬶	〔二_人_见_一_口_〕
爇	〔艹_土_八_土_九_丶_灬〕
鞮	〔革_是〕
藟	〔艹_田_田_田〕
藦	〔艹_广_木_木_手〕
藨	〔艹_广__〢__匕_灬〕
鹲	〔艹_冖_一_豕_鸟〕
黡	〔厂_大_丶__土_灬〕
礌	〔石_雨_田〕
蹢	〔__〕
蹜	〔_宀_亻_一_白〕
蟫	〔虫_覀_日_十〕
䗴	〔虫_⺮_廴__士〕
嚚	〔口_口_臣_口_口〕
髃	〔骨_日_冂_〕
镮	〔钅_罒_一_口_〕
酂	〔⺧_儿_⺧_儿_贝_阝〕
馧	〔禾_日_日_皿〕
簠	〔⺮_甫_皿〕
簰	〔⺮_片___十〕
鼫	〔臼______石〕
鼩	〔臼______勹_口〕
臑	〔月_雨_而〕
鳒	〔鱼__〕
鹯	〔亠_囗_口_日__鸟〕
癗	〔疒_雨_田〕
𦒍	〔立_日_土_习_习〕
翷	〔米_夕__习_习〕
瀔	〔氵_士_冖_一_禾_殳〕
瀍	〔氵_广_日_土_八_土〕
瀌	〔氵_广__〢__匕_灬〕
襜	〔衤_⺈_厂_八_言〕
䴙	〔尸_口_辛_鸟〕
嚭	〔士_口__口_不_口〕
蠋	〔虫_罒_勹_虫〕
翾	〔罒_一_口__习_习〕
儳	〔亻_⺈_口__匕_⺈_口_儿_丶〕
𩾌	〔鱼_广__氺〕
鳚	〔鱼_尸_示_寸〕
鳛	〔鱼_习_习_白〕
麑	〔广__〢__匕_臼_儿〕
麖	〔广__〢__匕_〢_口_小〕
彟	〔彐_寸_艹_隹_又〕
嬿	〔女_廿__口_匕_灬〕
鬒	〔髟_十__八〕
蘘	〔艹_亠_口_口__〕
欂	〔木_艹_氵_甫_寸〕
甗	〔虍_一_口__一__乙_丶〕
𨟠	〔目_目_隹_阝〕
巇	〔山_虍_一_口__戈〕
酅	〔山_隹_冏_阝〕
髎	〔骨_习_习_人_彡〕
